iter	F1	Logloss
883	0.673684818	0.6110157065
884	0.6737006117	0.6110073018
885	0.6737073453	0.6109890138
886	0.6737969457	0.6109731383
887	0.6737682961	0.610942788
888	0.6737396959	0.6109226322
889	0.6737160557	0.6109114649
890	0.6738185246	0.6108836827
891	0.6738491062	0.6108765231
892	0.6738224365	0.6108420094
893	0.6738355047	0.6108343051
894	0.6738690724	0.6108262895
895	0.6738342461	0.6107883905
896	0.673855005	0.610783799
897	0.673859504	0.6107753165
898	0.6739363097	0.6107634099
899	0.6739715485	0.6107317755
900	0.6740112261	0.6107180011
901	0.6740287381	0.6107081178
902	0.6740526801	0.6106974952
903	0.6740816449	0.6106630982
904	0.6740976952	0.610647067
905	0.6741360652	0.6106350436
906	0.6741328229	0.6106258607
907	0.6740878616	0.6106115805
908	0.67414255	0.6106031758
909	0.6741744883	0.6105882341
910	0.6741267688	0.6105823586
911	0.674137902	0.6105787788
912	0.6741875129	0.6105716971
913	0.6742019422	0.6105512301
914	0.6742179928	0.6105435647
915	0.6742502038	0.6105292066
916	0.6742517159	0.6105228642
917	0.674267383	0.6105158992
918	0.6742625186	0.610510763
919	0.6742917609	0.6104911909
920	0.6742659808	0.6104812687
921	0.6743236419	0.6104688951
922	0.6743014355	0.6104618134
923	0.6743269957	0.6104310351
924	0.6743750376	0.6104227471
925	0.6743301838	0.6104033307
926	0.6743159753	0.6103892061
927	0.6743432128	0.6103825913
928	0.6743353255	0.6103516573
929	0.6743703946	0.610333953
930	0.6743659181	0.6103263654
931	0.6743499216	0.6103127467
932	0.6744059644	0.6102962097
933	0.6743964559	0.6102861318
934	0.6744373957	0.610272124
935	0.6744375078	0.6102647699
936	0.6744519369	0.610243369
937	0.6744332585	0.610219867
938	0.6744570276	0.6102053533
939	0.6744984681	0.6101889719
940	0.6745031647	0.610178933
941	0.6744967331	0.610171073
942	0.67453521	0.6101653531
943	0.6745192724	0.6101574154
944	0.6745562415	0.6101476877
945	0.6744985246	0.6101380379
946	0.6745130104	0.6101254308
947	0.6745098228	0.6101183491
948	0.6745226867	0.6101115786
949	0.6745481873	0.6101043023
950	0.6746364996	0.6100936797
951	0.6746556235	0.6100803334
952	0.6746395719	0.6100653917
953	0.6746411368	0.6100568313
954	0.6746619404	0.61005045
955	0.6747690251	0.6100392437
956	0.674799622	0.610029983
957	0.6747980579	0.6100244188
958	0.6748141682	0.6100202553
959	0.6748091236	0.6099925899
960	0.6748923297	0.6099676481
961	0.6749117458	0.6099532512
962	0.6749423452	0.6099239515
963	0.6749090944	0.6099098269
964	0.6749409609	0.6099032121
965	0.6749554498	0.6098776089
966	0.67495539	0.60986364
967	0.6749582774	0.6098559746
968	0.6749726461	0.6098457021
969	0.675047914	0.6098327449
970	0.6750510397	0.6098022779
971	0.6750610824	0.6097934451
972	0.675056757	0.6097840677
973	0.6750748584	0.6097667524
974	0.6750314461	0.6097562855
975	0.675050747	0.6097446901
976	0.6750855557	0.6097359741
977	0.6750859202	0.6097267134
978	0.6751066624	0.6097164021
979	0.6751195298	0.6097104487
980	0.6751266349	0.6096865187
981	0.6751218245	0.609675468
982	0.6751715529	0.6096449621
983	0.6751748008	0.6096342228
984	0.6751925417	0.6096252733
985	0.6751795498	0.6096118491
986	0.6751796727	0.6096030164
987	0.6752004772	0.6095959736
988	0.6752004772	0.6095926662
989	0.6751909177	0.609584028
990	0.6751906717	0.6095783082
991	0.6752051029	0.6095705649
992	0.6752575832	0.6095416932
993	0.6752815718	0.6095303702
994	0.6752752618	0.609501732
995	0.6753008745	0.6094974907
996	0.6753356068	0.6094627435
997	0.6753361697	0.6094507201
998	0.6753184909	0.6094435995
999	0.6753218017	0.6094334438
1000	0.675334608	0.6094182297
1001	0.6753331714	0.6094107589
1002	0.6753394808	0.6094009145
1003	0.675376401	0.609392004
1004	0.6753988277	0.6093814592
1005	0.6753457274	0.6093637548
1006	0.6753875829	0.6093568287
1007	0.675408322	0.6093436769
1008	0.6753841455	0.6093361672
1009	0.6754128167	0.6093263617
1010	0.6753862102	0.609310992
1011	0.6753684048	0.6093038713
1012	0.6753700292	0.6092976845
1013	0.6753946473	0.6092693576
1014	0.6754395037	0.6092625093
1015	0.6754681765	0.6092523147
1016	0.6754937897	0.6092453886
1017	0.6754791677	0.6092344547
1018	0.6755032831	0.6092299411
1019	0.6754891703	0.6092085402
1020	0.6754873546	0.6091994741
1021	0.6755383883	0.6091857775
1022	0.6755179696	0.6091758164
1023	0.6755034744	0.6091614194
1024	0.6755806989	0.6091347656
1025	0.6755680848	0.6091274893
1026	0.6755678921	0.6091242209
1027	0.6755953884	0.609099785
1028	0.6755570309	0.6090909912
1029	0.675587392	0.609084532
1030	0.6755823239	0.6090752713
1031	0.6756065705	0.6090665942
1032	0.6756336155	0.6090555825
1033	0.6756558487	0.6090225862
1034	0.6756351111	0.6090099403
1035	0.6756317316	0.6090050764
1036	0.6756381671	0.6090026251
1037	0.6756492835	0.6089933254
1038	0.6756468109	0.6089764382
1039	0.6756437549	0.6089530529
1040	0.6756308181	0.6089443758
1041	0.6756180754	0.6089346092
1042	0.6756198944	0.6089257765
1043	0.6756245114	0.60891208
1044	0.6756437549	0.6089058932
1045	0.6756422592	0.6088854262
1046	0.675668264	0.6088749981
1047	0.6756707999	0.6088463599
1048	0.6756835418	0.6088369824
1049	0.6756982998	0.6088300563
1050	0.6756855576	0.6088173715
1051	0.6756999904	0.6088105232
1052	0.675709547	0.6088044531
1053	0.6757131242	0.608795348
1054	0.6757129936	0.6087890834
1055	0.675692059	0.6087836359
1056	0.6757430923	0.6087738304
1057	0.6757974392	0.6087604063
1058	0.6757843036	0.6087570599
1059	0.6757621387	0.6087502506
1060	0.6757608413	0.6087414179
1061	0.6758007563	0.6087340248
1062	0.6758184399	0.6087296669
1063	0.6758438547	0.6087137913
1064	0.6758376169	0.6087092388
1065	0.6759176408	0.6086884605
1066	0.6758965059	0.6086695499
1067	0.6759191331	0.6086632464
1068	0.6759253023	0.6086561257
1069	0.6758979984	0.6086520012
1070	0.675869401	0.6086397832
1071	0.6759270618	0.6086307171
1072	0.6758856582	0.608622896
1073	0.6758847642	0.6086151917
1074	0.6758891759	0.608603324
1075	0.6758576559	0.6085917286
1076	0.6758654533	0.6085844523
1077	0.6758704637	0.6085709114
1078	0.6759025827	0.6085629736
1079	0.6759044086	0.6085534794
1080	0.6759170163	0.608547137
1081	0.6759714314	0.6085351914
1082	0.6759474426	0.6085271369
1083	0.6759731247	0.6085179151
1084	0.675979226	0.6085076427
1085	0.6759471747	0.6084843741
1086	0.6760015203	0.6084805609
1087	0.6760001636	0.6084757749
1088	0.6760096509	0.6084648799
1089	0.6760160881	0.6084583429
1090	0.6760261154	0.6084472923
1091	0.6760342468	0.6084314556
1092	0.676099706	0.6084184595
1093	0.6760930644	0.6084102882
1094	0.6761331107	0.608403868
1095	0.6761395482	0.6083998213
1096	0.6761262637	0.6083948407
1097	0.6761236252	0.6083740235
1098	0.6760964532	0.6083663192
1099	0.6761462593	0.6083575643
1100	0.6761685514	0.6083515331
1101	0.6761639459	0.6083461635
1102	0.6761784481	0.6083406771
1103	0.6762121956	0.6083343735
1104	0.6761642887	0.6083292373
1105	0.6761769588	0.6083270973
1106	0.6761802121	0.6083225836
1107	0.6761929505	0.6083179143
1108	0.6761642887	0.6083125058
1109	0.6762010152	0.6083085758
1110	0.6762442476	0.6083012995
1111	0.676203718	0.6082930504
1112	0.6762020913	0.6082782255
1113	0.6761943022	0.6082737508
1114	0.6761941647	0.6082684978
1115	0.6761957225	0.6082630114
1116	0.676202229	0.6082511826
1117	0.6762260774	0.6082469024
1118	0.6762438329	0.6082378751
1119	0.676304819	0.6082218439
1120	0.6763130927	0.6082062408
1121	0.6763405422	0.6081960462
1122	0.6763561136	0.6081871356
1123	0.6763578805	0.6081754235
1124	0.676378682	0.6081712601
1125	0.6763245511	0.6081479915
1126	0.676300147	0.6081372133
1127	0.6763528597	0.6081324273
1128	0.6763827919	0.6081243338
1129	0.6764067754	0.6081059291
1130	0.6764128615	0.6080914933
1131	0.6764226938	0.6080845283
1132	0.6763698465	0.6080735554
1133	0.6764342946	0.6080658122
1134	0.676381866	0.6080584581
1135	0.6763865368	0.6080533219
1136	0.6764233275	0.6080408316
1137	0.6764266522	0.6080360456
1138	0.6764237499	0.6080261623
1139	0.6764747625	0.6080199366
1140	0.6764780879	0.6080113373
1141	0.6764539618	0.6080032439
1142	0.6764622394	0.6079972128
1143	0.6764623101	0.6079890026
1144	0.6765293825	0.6079795473
1145	0.6765308675	0.6079742555
1146	0.6765692128	0.6079714539
1147	0.6765738093	0.6079678741
1148	0.6766009751	0.6079369402
1149	0.6766284281	0.6079293137
1150	0.676656933	0.6079054225
1151	0.6766683986	0.6078977182
1152	0.6766521223	0.6078935548
1153	0.6766857973	0.6078800528
1154	0.6766954911	0.6078737882
1155	0.6767133239	0.6078704419
1156	0.6767296021	0.6078424651
1157	0.6767660975	0.607829897
1158	0.6767774199	0.6078225428
1159	0.6768092481	0.6078095078
1160	0.6768414419	0.6078014922
1161	0.6768731945	0.6077954999
1162	0.6768195289	0.6077878734
1163	0.6768481011	0.6077692742
1164	0.6768674183	0.6077640212
1165	0.6768254549	0.6077565504
1166	0.6768221988	0.6077512974
1167	0.6768513574	0.6077446826
1168	0.6768588362	0.6077379122
1169	0.6768237535	0.607731881
1170	0.6768269363	0.6077267059
1171	0.6768577965	0.607714488
1172	0.6768290043	0.6077050327
1173	0.6768703065	0.6076962
1174	0.6768737837	0.6076878731
1175	0.6768670502	0.6076829314
1176	0.6768859982	0.6076721143
1177	0.676940469	0.6076492348
1178	0.6769469821	0.6076428535
1179	0.677005965	0.6076367445
1180	0.6769790281	0.6076305188
1181	0.6769917571	0.6076232814
1182	0.6769709608	0.6076166666
1183	0.677006338	0.6075927365
1184	0.6769980469	0.6075841762
1185	0.6769722917	0.6075767053
1186	0.6769753251	0.6075539426
1187	0.6769677042	0.6075512189
1188	0.6769802843	0.6075451877
1189	0.6770299425	0.6075394679
1190	0.6771289555	0.6075049152
1191	0.6771066835	0.6074965494
1192	0.6770620621	0.6074836311
1193	0.6770111487	0.6074739034
1194	0.6770528159	0.607470168
1195	0.6770316457	0.607464954
1196	0.6771038782	0.6074546815
1197	0.677087367	0.607448806
1198	0.6770986161	0.6074411795
1199	0.6770941067	0.6074328527
1200	0.6771993285	0.6074073662
1201	0.6771706949	0.607395693
1202	0.6771803913	0.6073896229
1203	0.677195278	0.6073719575
1204	0.6771521347	0.6073579886
1205	0.677152059	0.6073516072
1206	0.6771985357	0.6073448757
1207	0.6771938771	0.6073411792
1208	0.6772978512	0.6073175604
1209	0.6773364891	0.6073072491
1210	0.6772883068	0.6072964708
1211	0.6772738752	0.6072913346
1212	0.6772803914	0.6072873268
1213	0.6772645601	0.6072799338
1214	0.6772982347	0.6072762373
1215	0.6773298954	0.6072708676
1216	0.6773429288	0.6072638248
1217	0.6773397474	0.6072574824
1218	0.6773589898	0.6072500504
1219	0.6773911119	0.6072421905
1220	0.6774037594	0.6072316846
1221	0.6773894052	0.607224564
1222	0.6774133029	0.6072179881
1223	0.6774437953	0.6072130075
1224	0.6774533385	0.6072064316
1225	0.6774933736	0.607190595
1226	0.6774552014	0.6071714898
1227	0.6774662963	0.6071651474
1228	0.6774821232	0.60716184
1229	0.6774966327	0.6071523069
1230	0.6775521788	0.6071461201
1231	0.6775523359	0.6071250694
1232	0.6775726558	0.6071158865
1233	0.6776090329	0.6071074429
1234	0.6776447274	0.6070800887
1235	0.6776467532	0.6070733183
1236	0.6776400757	0.607062968
1237	0.6776736669	0.6070547968
1238	0.677667227	0.607047287
1239	0.6776801068	0.6070401275
1240	0.6776851553	0.6070358862
1241	0.677643256	0.6070289212
1242	0.6776496166	0.6070226955
1243	0.6776514049	0.6070140962
1244	0.6776640468	0.6070072869
1245	0.6776518012	0.6069986098
1246	0.6776697301	0.606995458
1247	0.6776822135	0.6069894658
1248	0.6776903632	0.6069857304
1249	0.6776729106	0.6069773257
1250	0.6776920727	0.6069712556
1251	0.6776612632	0.6069625785
1252	0.6776913568	0.6069545629
1253	0.6777041571	0.6069491155
1254	0.6777440278	0.6069338625
1255	0.677745418	0.6069289986
1256	0.6777732082	0.6068971308
1257	0.6777463772	0.6068934732
1258	0.6777573879	0.6068872475
1259	0.6777210148	0.6068808273
1260	0.6777131037	0.6068744848
1261	0.6777864095	0.6068320333
1262	0.6778186121	0.6068263523
1263	0.6778076024	0.6068152239
1264	0.6778411141	0.6068102044
1265	0.6778107021	0.606807325
1266	0.6778090719	0.6068028114
1267	0.6778185317	0.6067894651
1268	0.6778520423	0.6067810603
1269	0.6778314934	0.6067732782
1270	0.6778478775	0.6067640953
1271	0.6778956584	0.606755963
1272	0.6779532199	0.6067408656
1273	0.6779372398	0.606735068
1274	0.6779630035	0.6067308267
1275	0.6779399315	0.6067177138
1276	0.6779881959	0.6067016048
1277	0.6779929243	0.6066929277
1278	0.6779915388	0.6066883752
1279	0.6780159994	0.6066788421
1280	0.678050728	0.6066719938
1281	0.6780519481	0.6066682973
1282	0.6780789303	0.6066627331
1283	0.6780853709	0.6066555346
1284	0.6781266984	0.6066494256
1285	0.6781002131	0.6066385306
1286	0.6781300428	0.6066177134
1287	0.6781301255	0.6066018379
1288	0.6781204232	0.6065977912
1289	0.6781427585	0.6065916822
1290	0.6781446378	0.6065850285
1291	0.6781995103	0.6065696977
1292	0.6781850803	0.6065617988
1293	0.678174962	0.6065537443
1294	0.6781655912	0.6065489583
1295	0.6781960818	0.6065417598
1296	0.6782229768	0.6065358065
1297	0.6782307985	0.6065288026
1298	0.6781975465	0.6065233551
1299	0.6781985951	0.6065148337
1300	0.6781956659	0.6065116041
1301	0.6782151549	0.6065066235
1302	0.6782211791	0.6064810981
1303	0.678246608	0.6064733938
1304	0.6782574816	0.6064404365
1305	0.6782348952	0.6064309034
1306	0.6782300017	0.6064257672
1307	0.6782094635	0.6064210979
1308	0.6782221795	0.6064173236
1309	0.6782401228	0.6064072457
1310	0.6782925322	0.6063972846
1311	0.6783243187	0.6063886853
1312	0.6783388327	0.6063805919
1313	0.6783019004	0.6063755725
1314	0.6783256136	0.6063661561
1315	0.6783303393	0.6063615257
1316	0.6782889342	0.6063573623
1317	0.6783086776	0.6063512922
1318	0.6783132356	0.6063453389
1319	0.6782781858	0.6063391132
1320	0.6782844596	0.6063351054
1321	0.67829751	0.6063241326
1322	0.678261957	0.6063146773
1323	0.6783212242	0.6063049107
1324	0.6783038675	0.6062992298
1325	0.6783245711	0.6062886461
1326	0.678324487	0.6062821091
1327	0.678281616	0.6062677121
1328	0.6783085096	0.6062562335
1329	0.6782876383	0.6062347159
1330	0.6783109322	0.606213782
1331	0.6783492412	0.6062100076
1332	0.678330171	0.6062037819
1333	0.6783318022	0.6061974395
1334	0.6783543881	0.6061873616
1335	0.6784565143	0.6061773616
1336	0.6784274872	0.6061664666
1337	0.6784627852	0.6061579452
1338	0.6784515347	0.6061514082
1339	0.678462615	0.6061485288
1340	0.6784231018	0.6061429646
1341	0.6783798148	0.6061352992
1342	0.6784438021	0.6061195015
1343	0.6784327211	0.6061149878
1344	0.6784601177	0.6061100462
1345	0.6784588264	0.6061044819
1346	0.6784889761	0.6060994236
1347	0.6784919835	0.6060942484
1348	0.6784693966	0.6060895403
1349	0.6784680204	0.6060821472
1350	0.6784803065	0.6060760383
1351	0.6785169795	0.6060691511
1352	0.6784823642	0.606053081
1353	0.6784951615	0.606041758
1354	0.678517407	0.6060344428
1355	0.6785638707	0.6060242482
1356	0.6785184401	0.6059998123
1357	0.6785137163	0.6059907072
1358	0.6785279732	0.6059848706
1359	0.6785523626	0.6059792675
1360	0.6785678217	0.6059737811
1361	0.6785521911	0.6059671663
1362	0.6785408551	0.605961602
1363	0.6785425724	0.6059569717
1364	0.6785357889	0.6059496176
1365	0.6785565716	0.6059443646
1366	0.6786174592	0.6059392673
1367	0.6786306001	0.6059348315
1368	0.6786376458	0.6059072439
1369	0.6786582565	0.6059021466
1370	0.6786725983	0.6058903177
1371	0.6786872867	0.6058824967
1372	0.678714251	0.6058768546
1373	0.6787030001	0.6058637417
1374	0.6787822537	0.6058537417
1375	0.6787728976	0.6058464265
1376	0.6787908518	0.6058396561
1377	0.6788178998	0.6058323798
1378	0.6788239028	0.6058242863
1379	0.6788511247	0.6058160762
1380	0.6788094757	0.6058078271
1381	0.6788223583	0.6058054536
1382	0.6788245167	0.6057991112
1383	0.6788723453	0.6057872823
1384	0.6788740658	0.605777399
1385	0.6788606548	0.6057670877
1386	0.6788596382	0.605760862
1387	0.6788711531	0.6057430409
1388	0.6789108187	0.6057369708
1389	0.6789083485	0.6057248696
1390	0.6789350416	0.6057203949
1391	0.6789255115	0.605710356
1392	0.6789157162	0.6057054143
1393	0.6789098044	0.6056979046
1394	0.6789113487	0.6056886438
1395	0.6789467356	0.6056831574
1396	0.67896915	0.6056763091
1397	0.6789772249	0.6056687216
1398	0.6789916532	0.6056644803
1399	0.6790598136	0.6056559589
1400	0.6790980177	0.6056496164
1401	0.6790996506	0.6056448693
1402	0.6790965641	0.6056365035
1403	0.6790801248	0.6056276319
1404	0.6790832117	0.6056224179
1405	0.679038204	0.6056120287
1406	0.6790465472	0.6056045579
1407	0.6790497238	0.6056006279
1408	0.6790637948	0.6055939353
1409	0.6790448249	0.6055907835
1410	0.6790222318	0.60558055
1411	0.6790463686	0.605573157
1412	0.6790510887	0.6055686045
1413	0.6790635265	0.6055625344
1414	0.6791128937	0.605555297
1415	0.6791159801	0.6055527678
1416	0.679141569	0.6055475927
1417	0.67910699	0.6055403553
1418	0.6791084435	0.6055268922
1419	0.679141479	0.6055214447
1420	0.6791191563	0.6055145576
1421	0.6791128937	0.6055110167
1422	0.6791402059	0.6055060361
1423	0.6791483713	0.6054999661
1424	0.6791615266	0.6054954135
1425	0.6791564469	0.6054911334
1426	0.6791332097	0.6054785652
1427	0.6791377494	0.605474752
1428	0.6791381093	0.6054681372
1429	0.6791582603	0.6054609387
1430	0.6791893822	0.6054482538
1431	0.6792178779	0.6054435456
1432	0.6792451923	0.6054383316
1433	0.6792225062	0.6054332343
1434	0.6792049018	0.605424207
1435	0.6792081684	0.6054194988
1436	0.6792099827	0.6054124949
1437	0.679218059	0.60540374
1438	0.6791967354	0.6053908217
1439	0.6792065351	0.6053866193
1440	0.6791958252	0.6053796932
1441	0.6791974586	0.6053762302
1442	0.6792035398	0.605367164
1443	0.6792242302	0.6053596543
1444	0.6792148828	0.6053530005
1445	0.679222778	0.6053414052
1446	0.6792166972	0.6053363857
1447	0.6792707825	0.6053180977
1448	0.679281671	0.6053133895
1449	0.6792736857	0.605309693
1450	0.6792690581	0.6053061132
1451	0.6792725069	0.6053013272
1452	0.6792930143	0.6052956462
1453	0.679291563	0.6052905489
1454	0.6792578966	0.6052684866
1455	0.6792457368	0.6052587589
1456	0.6793009085	0.6052463854
1457	0.6793230479	0.6052354515
1458	0.6793230479	0.6052075914
1459	0.6793679649	0.6052050233
1460	0.6793679649	0.6051994591
1461	0.6793488193	0.6051958404
1462	0.6793597053	0.605191249
1463	0.6793987298	0.6051677858
1464	0.6794176914	0.6051607819
1465	0.679427218	0.6051530776
1466	0.6793934614	0.6051444005
1467	0.6794223167	0.6051396145
1468	0.6794286676	0.6051334277
1469	0.6794128822	0.6051303538
1470	0.6794303014	0.6051021047
1471	0.6794144239	0.6050968128
1472	0.6794365601	0.6050925326
1473	0.6794624243	0.605084517
1474	0.6795215836	0.605076268
1475	0.6794673259	0.6050705481
1476	0.6794782383	0.6050522601
1477	0.679457273	0.6050450227
1478	0.6794588147	0.605039692
1479	0.6794442013	0.6050346336
1480	0.6794251469	0.6050229993
1481	0.67948348	0.6050097697
1482	0.6794835725	0.6050078242
1483	0.6794298645	0.6049825711
1484	0.6794760497	0.6049764622
1485	0.6794664307	0.6049721431
1486	0.6794760497	0.604963466
1487	0.6794908484	0.604957824
1488	0.6794938389	0.604953038
1489	0.6795177941	0.6049496138
1490	0.6795162528	0.6049421819
1491	0.67951317	0.6049380963
1492	0.6795070041	0.6049330379
1493	0.6795355839	0.604927746
1494	0.679539038	0.6049225709
1495	0.6795311455	0.6049169678
1496	0.6795678031	0.604912065
1497	0.6795675239	0.6049055281
1498	0.6795434761	0.6048951778
1499	0.6795480998	0.6048866175
1500	0.679560615	0.6048802361
1501	0.6795718679	0.6048767731
1502	0.6795861097	0.6048745552
1503	0.6795817662	0.6048701583
1504	0.6795868554	0.6048626096
1505	0.6795568285	0.6048590298
1506	0.679516809	0.6048547497
1507	0.6795473949	0.6048345939
1508	0.6795823253	0.6048272009
1509	0.6795997432	0.6048226484
1510	0.6796508272	0.604815839
1511	0.679635232	0.6047964615
1512	0.6796115571	0.604782298
1513	0.679628975	0.6047697299
1514	0.6796019374	0.6047607415
1515	0.6796320568	0.6047519088
1516	0.679641957	0.6047476675
1517	0.6796816007	0.6047410916
1518	0.6796849636	0.6047345157
1519	0.6796450387	0.6047293017
1520	0.6796627371	0.6047253717
1521	0.6796671717	0.6047196519
1522	0.6797020977	0.6047149048
1523	0.6797072835	0.604707395
1524	0.6796582085	0.6047003133
1525	0.6796725443	0.6046975117
1526	0.6796710036	0.6046880175
1527	0.6796967817	0.6046812471
1528	0.6797173736	0.6046778618
1529	0.6797531494	0.6046679007
1530	0.6797357326	0.6046595738
1531	0.6797533382	0.6046519473
1532	0.6797803747	0.6046424531
1533	0.6797673904	0.6046376282
1534	0.6797561357	0.6046322975
1535	0.6797400711	0.6046268889
1536	0.6797533382	0.6046202741
1537	0.6798033585	0.6046151768
1538	0.6797761321	0.6046033868
1539	0.6797775779	0.6045947487
1540	0.6797917243	0.6045877448
1541	0.6798311749	0.6045818303
1542	0.6798344448	0.6045800794
1543	0.6798331898	0.6045759159
1544	0.679885432	0.6045717914
1545	0.6798330948	0.60456541
1546	0.6798185701	0.6045627252
1547	0.6798187599	0.6045561882
1548	0.6798236648	0.6045521415
1549	0.6798632087	0.6045497291
1550	0.6798425057	0.6045329586
1551	0.6798854182	0.6045189507
1552	0.6798261543	0.6045011297
1553	0.6798059415	0.6044947094
1554	0.6798214389	0.60449183
1555	0.6798164387	0.6044864603
1556	0.6798296145	0.6044828416
1557	0.6798138327	0.6044773163
1558	0.6798454908	0.6044530361
1559	0.6798662722	0.60445004
1560	0.679866558	0.6044293395
1561	0.6799081212	0.6044235807
1562	0.6798878167	0.6044184834
1563	0.6799323647	0.6044114406
1564	0.6799149493	0.6044057596
1565	0.6799051371	0.6044006234
1566	0.6799005176	0.6043957985
1567	0.6799323647	0.6043926468
1568	0.6798987868	0.6043798062
1569	0.6799306336	0.6043724521
1570	0.6799272671	0.6043622965
1571	0.6799387148	0.6043560318
1572	0.6799642106	0.6043496505
1573	0.6800181826	0.6043328022
1574	0.6800262638	0.604322413
1575	0.6800436761	0.6043078604
1576	0.6800819637	0.6042960705
1577	0.6800498321	0.6042881717
1578	0.6800152968	0.6042673156
1579	0.680051854	0.6042605062
1580	0.680078218	0.6042348641
1581	0.6800729239	0.604227471
1582	0.680050991	0.6042237745
1583	0.680048299	0.6042073153
1584	0.6800885169	0.6042016733
1585	0.6801076627	0.6041961091
1586	0.6800993864	0.6041922958
1587	0.6800962117	0.6041888717
1588	0.6801169928	0.6041828794
1589	0.6801934737	0.6041612451
1590	0.6802208956	0.604155642
1591	0.6802384033	0.6041480933
1592	0.6802297336	0.6041413618
1593	0.6802490722	0.60413428
1594	0.6802905313	0.604127782
1595	0.6803074466	0.6041220232
1596	0.6803155287	0.6041198053
1597	0.6803236109	0.6041167313
1598	0.6803223688	0.6041101554
1599	0.6803239065	0.6041065367
1600	0.6803270803	0.6041038908
1601	0.6803466164	0.6040967313
1602	0.6803384352	0.6040921787
1603	0.6803787498	0.6040863421
1604	0.6803757738	0.6040762253
1605	0.6803918409	0.6040700385
1606	0.6803787498	0.6040605833
1607	0.6803738408	0.6040582097
1608	0.680383461	0.6040552136
1609	0.6803705681	0.6040516338
1610	0.6803878751	0.6040471591
1611	0.6804071149	0.6040375092
1612	0.6804372137	0.604033696
1613	0.6804452963	0.6040260695
1614	0.680469246	0.6040192991
1615	0.680454916	0.6040163808
1616	0.6804679083	0.6040117504
1617	0.6804378098	0.6040070033
1618	0.6804007677	0.6039861472
1619	0.6804476287	0.6039782872
1620	0.680413958	0.6039735401
1621	0.6804234789	0.6039697269
1622	0.6804189665	0.603957042
1623	0.6804573485	0.6039477424
1624	0.6804560104	0.6039412054
1625	0.6804464893	0.6039335011
1626	0.6804385053	0.6039299213
1627	0.6804178262	0.6039257968
1628	0.6804469865	0.6039220613
1629	0.680493554	0.6039148629
1630	0.6804857692	0.6039019834
1631	0.6804502598	0.6038890651
1632	0.6804547718	0.6038821779
1633	0.6804436139	0.6038691039
1634	0.6804531351	0.6038656798
1635	0.6804663278	0.6038609327
1636	0.6804934542	0.6038547459
1637	0.6805153699	0.6038521
1638	0.680521717	0.6038424502
1639	0.6805235537	0.6038353295
1640	0.6805491418	0.6038321388
1641	0.680528664	0.6038232672
1642	0.6805763667	0.6038188703
1643	0.6805622366	0.6038122166
1644	0.6805466694	0.6038088313
1645	0.6805447321	0.6038026056
1646	0.6805607	0.6037973916
1647	0.680554353	0.6037936173
1648	0.6805590631	0.6037860297
1649	0.6805751312	0.6037815939
1650	0.6805925349	0.6037740841
1651	0.6805897633	0.603769337
1652	0.6805973452	0.6037645899
1653	0.6805958088	0.6037580919
1654	0.6806037925	0.6037418661
1655	0.6805991832	0.6037365743
1656	0.6806184248	0.60373101
1657	0.6806119774	0.6037269633
1658	0.6806169891	0.6037211267
1659	0.6806150501	0.6037148232
1660	0.6806058317	0.6037095703
1661	0.6806170897	0.603699259
1662	0.6806442147	0.6036943173
1663	0.6806694999	0.6036895313
1664	0.6806630525	0.6036852122
1665	0.680690176	0.6036815935
1666	0.6806743103	0.6036771966
1667	0.6806502587	0.6036714767
1668	0.6806676608	0.6036638892
1669	0.6806756441	0.6036584028
1670	0.6806358277	0.6036529164
1671	0.6806722689	0.6036484416
1672	0.6806874075	0.603640893
1673	0.6807518851	0.6036350564
1674	0.6806910867	0.6036306206
1675	0.6807833102	0.6036047839
1676	0.680783412	0.603600387
1677	0.6807990726	0.6035942391
1678	0.6807880186	0.603589492
1679	0.6807414516	0.6035843947
1680	0.6808039848	0.6035775464
1681	0.6808105345	0.6035741223
1682	0.6808072597	0.6035663402
1683	0.6807884262	0.6035616709
1684	0.6807976391	0.6035565736
1685	0.680805107	0.6035396475
1686	0.6808175949	0.6035310871
1687	0.6807999904	0.6035207758
1688	0.6808477886	0.6035155229
1689	0.680822099	0.6035096474
1690	0.6808573071	0.6035003477
1691	0.6808530085	0.6034879741
1692	0.6808419544	0.6034812815
1693	0.6808443081	0.6034707756
1694	0.6808501426	0.6034654059
1695	0.6808873966	0.6034451724
1696	0.6808664156	0.6034386354
1697	0.6809065349	0.6034316704
1698	0.6809082753	0.6034280128
1699	0.6809160526	0.603424433
1700	0.6809244468	0.6034189077
1701	0.6809244468	0.6034136937
1702	0.6809338615	0.6034066119
1703	0.6809481892	0.603402254
1704	0.6808973252	0.6033971956
1705	0.6809322238	0.6033838103
1706	0.6808839162	0.6033797247
1707	0.6809046918	0.6033718647
1708	0.6810336327	0.6033601526
1709	0.6810304607	0.6033524483
1710	0.6810609577	0.6033468452
1711	0.681082953	0.6033419424
1712	0.681029341	0.6033327595
1713	0.6809940332	0.6033271953
1714	0.6810244274	0.6033205027
1715	0.681014911	0.6033176622
1716	0.6810307716	0.6033132264
1717	0.6810421331	0.603304705
1718	0.6810466319	0.603294666
1719	0.6810605423	0.6032901913
1720	0.6810351669	0.6032854442
1721	0.6810804051	0.6032801912
1722	0.6810914548	0.6032753663
