iter	F1	Logloss
183	0.6500211187	0.6339529128
184	0.6501748366	0.6338793328
185	0.6502469711	0.6337429899
186	0.6502770484	0.6335980866
187	0.650351574	0.6335402654
188	0.6505107643	0.6334765297
189	0.6505111152	0.633344895
190	0.6505143718	0.6332862955
191	0.6506372977	0.6332423654
192	0.6507603287	0.6331626764
193	0.650858367	0.6331131431
194	0.6509350449	0.6330555554
195	0.6509988589	0.6328572278
196	0.6511585275	0.6327899124
197	0.6514043148	0.6326242697
198	0.6514357102	0.632580612
199	0.6515325795	0.6325132187
200	0.6516275257	0.6324501835
201	0.6516653966	0.6323209612
202	0.6517552319	0.6322629843
203	0.6518431013	0.6322139569
204	0.6520759156	0.6321164468
205	0.6522062917	0.632042789
206	0.6523307336	0.6319671466
207	0.6523858284	0.6319059013
208	0.652417239	0.6318229438
209	0.652510871	0.6317647724
210	0.6524980243	0.6317211535
211	0.6526242229	0.6315862892
212	0.6526466463	0.6315594019
213	0.6526647022	0.6314746156
214	0.6527709839	0.6314319306
215	0.6529478376	0.6313223193
216	0.6529781252	0.6312260933
217	0.6530800092	0.6311197505
218	0.6531735361	0.6310132131
219	0.6533530275	0.6309610729
220	0.6532481928	0.6309155863
221	0.6533109104	0.6308708001
222	0.6534242714	0.6308017337
223	0.6537247855	0.630635702
224	0.6538048322	0.6305756629
225	0.6538727433	0.6305069077
226	0.6538645906	0.6304639893
227	0.6539080338	0.6304032108
228	0.6539514919	0.6303337942
229	0.6540414258	0.6302877629
230	0.6541459138	0.6302518873
231	0.6542610715	0.6302013813
232	0.6543409677	0.6300562057
233	0.6545979115	0.6299250768
234	0.6545905588	0.6298739482
235	0.6546854077	0.6298162048
236	0.6548690893	0.6297615353
237	0.6549669018	0.6296896284
238	0.6549915471	0.6296124686
239	0.6549472143	0.6295738692
240	0.655005767	0.6295340636
241	0.6550443121	0.6294776432
242	0.6550876492	0.6294106001
243	0.6552568414	0.6293644521
244	0.6552580774	0.629323129
245	0.6551739082	0.6292709498
246	0.6552350134	0.6292180702
247	0.6553171204	0.6291921557
248	0.6554640059	0.6290369411
249	0.6555605583	0.6290005597
250	0.6555845557	0.6289615323
251	0.6557419672	0.6288353062
252	0.6558559426	0.6287638273
253	0.6558338389	0.6287367455
254	0.655882006	0.6286888076
255	0.6560276944	0.6285873286
256	0.6560442233	0.6284600518
257	0.656081421	0.6284135147
258	0.6561306118	0.628377678
259	0.6563617149	0.6282793119
260	0.6564871898	0.6282312961
261	0.6564669742	0.6281860819
262	0.6565512128	0.6281204786
263	0.6567552929	0.628035809
264	0.6567287067	0.6279918789
265	0.6566748701	0.6279271316
266	0.6566903994	0.6279028124
267	0.6566608555	0.6278748356
268	0.6567425822	0.6278402052
269	0.656897328	0.6277648352
270	0.6569529726	0.627630788
271	0.6570525246	0.6275279472
272	0.6570928415	0.6274868186
273	0.6571606749	0.6274525773
274	0.6572846367	0.6273811762
275	0.657354106	0.627341643
276	0.6574634717	0.6273021098
277	0.6574121556	0.6272683742
278	0.6576722086	0.6271390352
279	0.6577142761	0.6271004359
280	0.6577675511	0.6270795019
281	0.6579106346	0.6269520306
282	0.6578880863	0.626912225
283	0.6579320403	0.6268545595
284	0.6581310948	0.626753742
285	0.6581987866	0.6267147146
286	0.6582655566	0.6266589556
287	0.6583806699	0.6266106286
288	0.6584588289	0.6265819514
289	0.6584515598	0.6265474766
290	0.6584705107	0.6265307839
291	0.6584654621	0.6265105115
292	0.6585724355	0.6264816009
293	0.6585561832	0.6264441299
294	0.6587033754	0.6263933904
295	0.6586969228	0.6263536237
296	0.6587295288	0.6263049854
297	0.6587370679	0.626266853
298	0.6587174276	0.6262277089
299	0.6587757635	0.6261099652
300	0.6587133411	0.6260843231
301	0.6588109086	0.6260572413
302	0.6589153253	0.6260275914
303	0.6589558395	0.6259800815
304	0.6589703258	0.6259662682
305	0.6590652192	0.6259264626
306	0.6591710939	0.6259040112
307	0.6592553048	0.6258447113
308	0.659129661	0.6257509756
309	0.6591535476	0.6257321817
310	0.6593007424	0.625615333
311	0.6593434611	0.6255784847
312	0.6594720702	0.6255397296
313	0.6594319496	0.6254874337
314	0.6594883463	0.6254564998
315	0.6595839846	0.6254077058
316	0.659621901	0.6253665772
317	0.6596523968	0.6253036976
318	0.6596025598	0.6252800789
319	0.659623284	0.625263036
320	0.6596327517	0.6252240086
321	0.659706891	0.6251426464
322	0.6596749098	0.6251140082
323	0.6598421069	0.6250471986
324	0.6599193983	0.6250062257
325	0.6598798767	0.624957315
326	0.6599577265	0.6248633847
327	0.6600135627	0.624829299
328	0.6600585306	0.6248051744
329	0.6601902527	0.6247156021
330	0.6602814436	0.6246727225
331	0.6603196895	0.6246543956
332	0.6603061605	0.6246160686
333	0.6604020453	0.6245805043
334	0.6604082182	0.6245687533
335	0.6604888983	0.6245216714
336	0.6605534152	0.6244792588
337	0.660535853	0.6244630719
338	0.6605695212	0.6244391419
339	0.6605586216	0.6244157177
340	0.6606038455	0.6243774296
341	0.6606395333	0.6243375073
342	0.6607197386	0.6243103087
343	0.6607773172	0.6242689856
344	0.6608001116	0.624240503
345	0.6608480302	0.6242178181
346	0.6608141576	0.6241833433
347	0.6608347721	0.6241445493
348	0.6609195402	0.6240568836
349	0.6609991008	0.6240173504
350	0.6610631597	0.6239924087
351	0.6612023303	0.6238830308
352	0.6611619133	0.6238680892
353	0.6611556735	0.6238421747
354	0.6611861562	0.6237936142
355	0.6612698474	0.6237647036
356	0.6614350423	0.6237027967
357	0.6613946801	0.6236861819
358	0.6613994128	0.6236741196
359	0.6614237595	0.6236554424
360	0.6614520089	0.6235636133
361	0.6614599614	0.6235395276
362	0.6615468585	0.6235050528
363	0.6615399783	0.6234778153
364	0.661577082	0.6234667647
365	0.6616185177	0.6234456362
366	0.661623618	0.6234231848
367	0.661696291	0.6233940018
368	0.661713541	0.6233506553
369	0.6617316837	0.6233193712
370	0.6617768322	0.6232960637
371	0.6618038443	0.6232630674
372	0.6618423109	0.6232417444
373	0.6618082671	0.6232233008
374	0.6618329034	0.6231905769
375	0.6619032278	0.6231274638
376	0.6619155474	0.623087736
377	0.6620097963	0.6230550122
378	0.6620515533	0.6230311211
379	0.6620741724	0.6229903038
380	0.662203755	0.6228992139
381	0.6622631528	0.6228575017
382	0.662264904	0.6228459453
383	0.6622484069	0.6227861007
384	0.6623013421	0.6227478904
385	0.6623352265	0.6227289409
386	0.6624380861	0.622704505
387	0.6625621448	0.6226697967
388	0.6626024957	0.6226475399
389	0.6626346735	0.6226359834
390	0.6626925083	0.6226154775
391	0.6627035733	0.6225849715
392	0.6628608788	0.6225386289
393	0.6628995003	0.6224912358
394	0.6628992015	0.6224589399
395	0.662950517	0.6224455547
396	0.662908437	0.622396216
397	0.6629161077	0.6223350873
398	0.6629946892	0.6223025969
399	0.6629706474	0.6222488224
400	0.6630585837	0.6222313515
401	0.6631067214	0.62220283
402	0.6631648284	0.6221585886
403	0.6632563529	0.6221334134
404	0.6632145278	0.6221074211
405	0.6631793279	0.6220924794
406	0.6632786751	0.622015125
407	0.6631966399	0.6219987437
408	0.6632672196	0.6219728681
409	0.663315544	0.6219328679
410	0.66335734	0.6219081597
411	0.6633441999	0.6218715058
412	0.6633620047	0.6218516614
413	0.6633922819	0.6218057468
414	0.6634291525	0.6217259022
415	0.6634562909	0.62169026
416	0.6635185951	0.6216555517
417	0.6635507502	0.6216252014
418	0.6635781619	0.6215992091
419	0.6635668382	0.6215851623
420	0.6636149004	0.6215685086
421	0.6635905254	0.6215365629
422	0.6636658732	0.6214653175
423	0.663689961	0.6214416599
424	0.6637703042	0.6214034107
425	0.6637733499	0.6213806869
426	0.6638519484	0.6213574572
427	0.6638536054	0.62134057
428	0.6638503116	0.6213166399
429	0.6638918545	0.6212445385
430	0.6639221863	0.6211910364
431	0.6639045656	0.6211434097
432	0.6639768399	0.621113682
433	0.6640088104	0.6210992072
434	0.6639815908	0.6210873784
435	0.6639943251	0.6210532927
436	0.6640040012	0.6210290902
437	0.6640971943	0.6210068722
438	0.6642336995	0.6209410743
439	0.6642672533	0.6208983504
440	0.664257619	0.6208660546
441	0.6643332604	0.6208436032
442	0.6643749504	0.6208066769
443	0.6643540722	0.6207841866
444	0.6643332436	0.6207682332
445	0.6643138594	0.6207315405
446	0.6643251066	0.6207177272
447	0.6643780126	0.6206988555
448	0.6644036666	0.6206716959
449	0.6645015661	0.6205909563
450	0.6645047141	0.6205703726
451	0.6645961688	0.6205405281
452	0.6646204137	0.6205039521
453	0.6646523937	0.6204795162
454	0.6646955602	0.6204515783
455	0.6646874715	0.6204358584
456	0.6647579899	0.6204066754
457	0.664716318	0.6203874536
458	0.6647388701	0.6203595936
459	0.664743525	0.6203299436
460	0.664846272	0.6203064416
461	0.6648398402	0.6202804882
462	0.6649313317	0.6202507605
463	0.6649265498	0.6202367137
464	0.665078831	0.6202038342
465	0.6651141888	0.6201823945
466	0.6651655368	0.6201665578
467	0.6652376398	0.6201174526
468	0.6652522418	0.6200897871
469	0.6652585341	0.6200710711
470	0.6652618123	0.620042783
471	0.6652875088	0.6200307986
472	0.6654652057	0.6199238332
473	0.6654138049	0.6198909537
474	0.6655035854	0.619869903
475	0.6655323894	0.6198565956
476	0.6655515581	0.6198200585
477	0.6656220711	0.6197886576
478	0.6655738966	0.6197565563
479	0.6655786956	0.619740564
480	0.665573802	0.6197067896
481	0.6656298974	0.6196972565
482	0.6657052276	0.6196698634
483	0.6657805169	0.619646945
484	0.6658029905	0.6195932483
485	0.6658333914	0.619575972
486	0.6658286445	0.6195521197
487	0.665894331	0.6195308356
488	0.6659632712	0.6195178784
489	0.6659199562	0.619476244
490	0.6660482152	0.6194454267
491	0.6660963225	0.6194248041
492	0.6661283423	0.6193586171
493	0.6660915079	0.619333403
494	0.6661154999	0.6193072939
495	0.6661443664	0.6192894728
496	0.6660882856	0.6192673327
497	0.666105935	0.6192457762
498	0.6661444115	0.6192280329
499	0.6661460123	0.6192115348
500	0.6661732335	0.6191997838
501	0.6662437128	0.6191250753
502	0.6662180867	0.6190984215
503	0.6663334166	0.6190219232
504	0.6663366075	0.6189774872
505	0.6663414024	0.6189437517
506	0.6663910925	0.6189162808
507	0.6664167267	0.6189013391
508	0.6664359579	0.6188779927
509	0.6664808161	0.618863479
510	0.6664632095	0.6188429731
511	0.6665481051	0.6187967862
512	0.6665705429	0.6187767861
513	0.6665561235	0.6187677199
514	0.6665913706	0.6187526226
515	0.6665849591	0.6187421556
516	0.6665689382	0.6187219999
517	0.6665609244	0.6186942177
518	0.6666618605	0.618654451
519	0.6667051148	0.6186164353
520	0.6666586566	0.618599159
521	0.666679482	0.6185796258
522	0.6667051173	0.6185573689
523	0.6667804047	0.6185327774
524	0.6668396795	0.6185017656
525	0.6668941323	0.6184762402
526	0.666987037	0.6184010259
527	0.6670110648	0.6183914928
528	0.6670431226	0.6183460063
529	0.6670271491	0.6183242552
530	0.6670735839	0.6182865119
531	0.6671697061	0.6182566285
532	0.6672930253	0.6181840601
533	0.6673010289	0.6180914917
534	0.6674067986	0.6180693126
535	0.6674356239	0.6180426588
536	0.6674259626	0.6180096237
537	0.6674884364	0.6179847209
538	0.6673587281	0.6179644484
539	0.6673571046	0.6179438647
540	0.6673779213	0.617929351
541	0.6675172397	0.617850518
542	0.6675557029	0.6178219965
543	0.6675812757	0.6178024634
544	0.6675572684	0.6177800119
545	0.6676117592	0.6177586111
546	0.6677045793	0.6177197393
547	0.6677590324	0.6176642917
548	0.6679384361	0.6175881824
549	0.6679880356	0.6175610228
550	0.6679945603	0.6175359643
551	0.6679304943	0.6175125012
552	0.6679656155	0.617493435
553	0.6679736207	0.6174846023
554	0.6680296951	0.6174272869
555	0.6680201728	0.617410711
556	0.6680104847	0.6173925397
557	0.6680602107	0.61732359
558	0.6680474695	0.6172697766
559	0.6681531922	0.6172454185
560	0.6681772963	0.6172112939
561	0.6682076703	0.6172012938
562	0.6682220535	0.6171589201
563	0.6681836203	0.6171491536
564	0.6681997198	0.6170798148
565	0.6682684337	0.6170708264
566	0.6684029071	0.6170059234
567	0.6684221275	0.6169950674
568	0.6684430562	0.6169694253
569	0.6684078753	0.6169525769
570	0.6684142113	0.6169326547
571	0.6684111251	0.6169188025
572	0.6684527314	0.6168882187
573	0.668564674	0.6168250278
574	0.6686080317	0.6167947943
575	0.6685983792	0.6167776347
576	0.6686319451	0.6167588408
577	0.6686544357	0.6167417979
578	0.6686865095	0.6167002025
579	0.6686384419	0.6166844826
580	0.6687136463	0.6166538599
581	0.6687791741	0.6166261944
582	0.6687842841	0.6165877118
583	0.6688099031	0.6165757273
584	0.6688113709	0.6165557272
585	0.6688354124	0.616544949
586	0.6688481581	0.6165221473
587	0.6688193589	0.6164988009
588	0.6688500168	0.6164466996
589	0.6689205587	0.6164246372
590	0.6689428816	0.6164131975
591	0.6689861647	0.6164032364
592	0.6690085514	0.6163931585
593	0.6690101758	0.6163857266
594	0.6690854919	0.6163572829
595	0.6690438318	0.6163443256
596	0.6690213944	0.6163301622
597	0.6690741168	0.6163144812
598	0.6691173644	0.6162924967
599	0.6691429629	0.6162691892
600	0.6691973553	0.6162293447
601	0.6692262597	0.6162025741
602	0.6691431057	0.6161712122
603	0.6692712088	0.6161236244
604	0.6692824466	0.6161054532
605	0.6692824843	0.6160464257
606	0.669347999	0.6160047524
607	0.6694170593	0.6159585654
608	0.6694410072	0.6159423008
609	0.6695196674	0.6158983318
610	0.6694892447	0.6158894212
611	0.6695117468	0.6158679425
612	0.6695726142	0.6158501215
613	0.669583898	0.6158340903
614	0.6696431146	0.6158140513
615	0.6696175612	0.6157848294
616	0.6696383944	0.6157700823
617	0.6696334814	0.6157573585
618	0.6696545078	0.615732728
619	0.6697010697	0.6157181365
620	0.6698257612	0.6156737784
621	0.6698016638	0.6156679029
622	0.6697887432	0.6156415993
623	0.6697888107	0.6156245175
624	0.6697727841	0.6156085641
625	0.6698495614	0.6155768909
626	0.6698834555	0.6155193031
627	0.6698992734	0.6155074354
628	0.6699763787	0.6154476686
629	0.6699252168	0.6154275907
630	0.6699651568	0.6154123766
631	0.6700389535	0.6153833104
632	0.6700902105	0.6153551002
633	0.6700979897	0.6153391079
634	0.6700853304	0.6153270456
635	0.6700998969	0.6153124541
636	0.6701544259	0.6152999249
637	0.6700903339	0.6152843606
638	0.6701304694	0.6152710532
639	0.6701433282	0.6152622204
640	0.6702040738	0.6152511698
641	0.670155986	0.6152291464
642	0.6701609686	0.6152194187
643	0.6701562124	0.6151968505
644	0.6702523432	0.6151568115
645	0.6702457968	0.6151484846
646	0.6702569685	0.6151289904
647	0.6703050839	0.6151139709
648	0.6702780909	0.6150983288
649	0.6702637227	0.6150796127
650	0.6702603973	0.6150678617
651	0.6702685554	0.6150511302
652	0.6702620599	0.6150408967
653	0.6703068785	0.6150122584
654	0.6703214038	0.6150056436
655	0.6703325755	0.6149900404
656	0.6703389668	0.6149744762
657	0.6703434553	0.6149394955
658	0.6703866312	0.6149297289
659	0.6704139111	0.6149194176
660	0.6704107699	0.6149082113
661	0.6703723997	0.6148929973
662	0.6703868189	0.614878289
663	0.6703883763	0.6148619077
664	0.6703881885	0.6148468492
665	0.6704185821	0.6148242421
666	0.6704505587	0.6148137752
667	0.6705579292	0.6147547477
668	0.6706298764	0.6147445531
669	0.6705898467	0.6147294169
670	0.670533927	0.6147147476
671	0.670567485	0.6147031911
672	0.6705627633	0.6146954868
673	0.6705052845	0.6146742416
674	0.6705450945	0.6146646307
675	0.6705387889	0.6146411286
676	0.6705660142	0.6146273153
677	0.6705744375	0.6145874319
678	0.6705824391	0.6145731517
679	0.6706418446	0.6145607392
680	0.6706450396	0.614545136
681	0.670669333	0.61452642
682	0.6706756942	0.614512062
683	0.6707091682	0.6144798829
684	0.6707461575	0.6144696494
685	0.6707588776	0.6144523341
686	0.6707974513	0.6144221006
687	0.6707880454	0.614401867
688	0.6708262931	0.6143847463
689	0.6708599116	0.6143202325
690	0.6709111754	0.6143000379
691	0.6709431187	0.614286458
692	0.6709606095	0.6142774697
693	0.6709365762	0.6142344734
694	0.6709349637	0.6142039675
695	0.6709383427	0.6141859129
696	0.6709269936	0.6141673914
697	0.6709414137	0.6141555237
698	0.6708741201	0.6141438505
699	0.6709252276	0.6141354069
700	0.6709126654	0.6141177415
701	0.6709607643	0.6141050177
702	0.6710103826	0.6140917491
703	0.6710196823	0.6140787141
704	0.6710644894	0.6140657957
705	0.6711605195	0.6140540836
706	0.6711704242	0.6140441225
707	0.6711990022	0.6140196088
708	0.6711818457	0.6139691028
709	0.671137036	0.6139604257
710	0.6711304874	0.6139294528
711	0.671128971	0.6139205423
712	0.6711593276	0.6139117874
713	0.6711418106	0.6139024099
714	0.671162651	0.6138955227
715	0.6711912636	0.6138810869
716	0.6713066215	0.6138349388
717	0.6713292764	0.6137916313
718	0.6713403013	0.6137807752
719	0.6713851404	0.6137423315
720	0.6714569285	0.6137284015
721	0.6714395922	0.6137211641
722	0.6714252068	0.6137124092
723	0.6714220824	0.6136713974
724	0.6714734115	0.613657623
725	0.6714639364	0.6136389459
726	0.6714832681	0.6136273505
727	0.6715025658	0.613620191
728	0.6715089519	0.6136094127
729	0.6715679677	0.613594471
730	0.6716033004	0.6135415914
731	0.6715713372	0.6135278949
732	0.6715827425	0.6135122917
733	0.671616428	0.6135065329
734	0.6716547772	0.6134848986
735	0.6716436565	0.6134728752
736	0.6716180422	0.6134627974
737	0.6716289488	0.613449023
738	0.6717411943	0.6134106182
739	0.671760422	0.6133866492
740	0.6717443867	0.6133753651
741	0.6717365336	0.6133615129
742	0.6716951018	0.6133509682
743	0.6716822583	0.6133320965
744	0.671685813	0.6133148202
745	0.6716281574	0.6133073493
746	0.6717034651	0.613272213
747	0.6717165282	0.6132276603
748	0.6717372648	0.6132080882
749	0.6717454121	0.6131982049
750	0.6717613404	0.6131824072
751	0.6717982249	0.6131505005
752	0.6718173448	0.6131430685
753	0.6718913396	0.6131026015
754	0.6719089185	0.6130892162
755	0.671878606	0.6130808504
756	0.6718417567	0.613064936
757	0.6718995668	0.613037932
758	0.6719123003	0.6130253249
759	0.6718866446	0.6130138463
760	0.6719393434	0.6129915894
761	0.6719391913	0.6129833403
762	0.671964578	0.6129761419
763	0.6719854235	0.6129691379
764	0.6719613475	0.6129522896
765	0.6719888076	0.6129398382
766	0.6719823846	0.6129276981
767	0.6719570741	0.6129117836
768	0.6719361128	0.6128882816
769	0.6720003077	0.612872017
770	0.6720561545	0.6128482815
771	0.6721060438	0.6128243903
772	0.6720850792	0.6128110051
773	0.6720738479	0.612805363
774	0.6720656532	0.6127969194
775	0.6720786557	0.6127897987
776	0.672076806	0.6127648959
777	0.672109079	0.6127501488
778	0.6721216506	0.6127331059
779	0.6721312658	0.6127184366
780	0.6720771182	0.6127006934
781	0.6721539253	0.612634662
782	0.6722405052	0.6126225219
783	0.6722260417	0.6126132611
784	0.672232626	0.6125986307
785	0.6722279785	0.6125864128
786	0.6722278983	0.6125771131
787	0.6722787652	0.6125727551
788	0.6722851889	0.6125642337
789	0.6723076923	0.6125529496
790	0.6722948853	0.6125422103
791	0.6723272088	0.6124921323
792	0.6723112095	0.6124826381
793	0.672341428	0.6124615096
794	0.6722933098	0.6124514706
795	0.6722885426	0.6124397196
796	0.6722597767	0.6124239608
797	0.6721813549	0.6124077351
798	0.6722356974	0.6123838439
799	0.6722837349	0.6123689411
800	0.6722840589	0.6123520928
801	0.6722985643	0.6123360227
802	0.6723034537	0.6123305363
803	0.6723244252	0.6123180071
804	0.6723564257	0.612309797
805	0.6724251917	0.6122950109
806	0.6724505569	0.612278007
807	0.6724841701	0.6122687073
808	0.6724907206	0.6122603804
809	0.6724586814	0.6122469173
810	0.6724938279	0.6122402636
811	0.6724330666	0.6122332986
812	0.672516335	0.6122158666
813	0.6725132703	0.6122040767
814	0.6725003786	0.6121964502
815	0.6725467146	0.6121574228
816	0.672519273	0.6121341932
817	0.6725210163	0.6121221698
818	0.6725417796	0.6121074616
819	0.6725385886	0.6120993682
820	0.6725448859	0.6120864887
821	0.6726413416	0.6120706132
822	0.6726451362	0.6120477337
823	0.672648198	0.612037578
824	0.6727093937	0.6120011966
825	0.6726597776	0.6119740759
826	0.6727012199	0.6119648929
827	0.6727107931	0.6119301457
828	0.6727396872	0.6119150873
829	0.672803814	0.6119034919
830	0.6727590087	0.6118855152
831	0.6728021965	0.6118722467
832	0.6727193164	0.6118592894
833	0.6726829409	0.6118062542
834	0.6727770217	0.6117887055
835	0.672829696	0.6117489388
836	0.6728575104	0.6117144251
837	0.6728717585	0.6117073433
838	0.6728881173	0.6116818958
839	0.6728654659	0.6116714288
840	0.6729183648	0.6116611564
841	0.6728929264	0.611653919
842	0.6729202535	0.6116435299
843	0.6729361637	0.6116274209
844	0.6729518465	0.6116094052
845	0.6729518918	0.6116006114
846	0.6729458272	0.6115931795
847	0.6730017361	0.6115740355
848	0.6730114456	0.6115698331
849	0.6730192163	0.6115575373
850	0.6730654562	0.6115497552
851	0.6730772468	0.6115337629
852	0.6731238593	0.6115255917
853	0.6731488227	0.6114837627
854	0.6731105389	0.6114713892
855	0.673128249	0.6114576537
856	0.6731613493	0.6114499105
857	0.6731710132	0.611427459
858	0.6731904826	0.6113891709
859	0.673243663	0.6113770697
860	0.6733382224	0.6113401435
861	0.6733547506	0.6113249684
862	0.6733578441	0.6113191318
863	0.673385177	0.6113060578
864	0.6733734554	0.6112974585
865	0.6733627499	0.6112701044
866	0.6734509848	0.6112475751
867	0.6734893116	0.611241972
868	0.673535883	0.6112289369
869	0.6735200335	0.6112222832
870	0.6735696474	0.6112125944
871	0.6736067024	0.611190143
872	0.6735744567	0.6111759017
873	0.6735790666	0.6111603763
874	0.6736257394	0.611135707
875	0.6736114618	0.6111302206
876	0.6736577847	0.6111011543
877	0.6736191598	0.6110843449
878	0.6736114117	0.6110685083
879	0.6736320179	0.6110602592
880	0.6736208298	0.6110485471
881	0.6736160707	0.6110380412
882	0.6736464959	0.6110341891
